Doctor Id,Name,Contact No,Email,Position,Started At,Specialty
33954987,Dr. Tina Villegas,887-866-8198,tvillegas@hospital.org,Fellow,2019-12-20,Oncology Fellow
67142937,Dr. Chad Martinez,830-237-4296,cmartinez@hospital.org,Medical Director,1993-03-06,Internal Medicine
71324228,Dr. Alexander Schultz,599-936-5632,,Chief of Surgery,1991-05-25,General Surgery
53613112,Dr. Ryan Collins,444-769-3603,,Fellow,2022-04-19,Pulmonary Fellow
5564750,Dr. Maria Cochran,226-860-4605,mcochran@hospital.org,,2019-11-09,Pulmonary Fellow
66883481,Dr. Lucas Cooke,938-528-1871,lcooke@hospital.org,,2022-05-18,Surgery Resident
56376338,Dr. Kimberly Davenport,426-510-2920,kdavenport@hospital.org,,2000-12-25,General Surgery
1652314,Dr. Tricia Oneal,505-928-2144,toneal@hospital.org,Medical Director,2004-01-26,Internal Medicine
23327568,Dr. Meagan Parrish,936-319-7040,mparrish@hospital.org,Ch|ief of Surgery,1987-03-20,General Surgery
54333329,Dr. Alexandria Caldwell,646-501-6888,acaldwell@hospital.org,Resident,2017-11-06,Pediatrics Resident
67109502,Dr. Collin Gates,866-725-3805,cgates@hospital.org,Fellow,2019-04-14,Oncology Fellow
21424320,Dr. Andrew Harris,553-555-4213,,Medical Director,1992.07.05,Internal Medicine
83247428,Dr. Sarah Franco,775-444-6708,sfranco@hospital.org,,2007-02-05,Internal Medicine
13006425,Dr. Anne Gray,,agray@hospital.org,,2018-05-03,Pediatrics Resident
78529887,Dr. Thomas Ray,935-982-3545,tray@hospital.org,Chief of Surgery,1993-12-20,General Surgery
21885251,Dr. Kelly Thomas,356-813-6672,kthomas@hospital.org,Chief of Surgery,2003-05-24,General Surgery
24594638,Dr. Julie Simpson,410-650-5701,jsimpson@hospital.org,Attending Physician,2009-05-21,Internal Medicine
29782055,Dr. Brittany Ramos,505-751-7812,bramos@hospital.org,Attending Physician,2013-04-08,Internal Medicine
91609331,Dr. Alexandra Morgan,544-723-5502,amorgan@hospital.org,Attending Physician,2011-10-14,Internal Medicine
31328511,Dr. Lindsey Cole,915-322-4507,lcole@hospital.org,Chief of Surgery,2004-03-27,General Surgery
92460244,Dr. Tonya Monroe,502-973-4047,tmonroe@hospital.org,Medical Di#}rector,1998-04-02,Internal Medicine
1603068,Dr. Sean Brown,817-679-1869,sbrown@hospital.org,Chief of Surgery,2002-09-29,General Surgery
90994973,Dr. Brittany Love,543-471-6305,blove@hospital.org,Chief of Surgery,1995-12-06,General Surgery
37103582,Dr. Kimberly Martin,,kmartin@hospital.org,,1987-12-11,Internal Medicine
42804191,Dr. Benjamin Richard,905-640-8850,brichard@hospital.org,Chief of Surgery,1985-12-28,General Surgery
98649861,Dr. Margaret Burns,402-894-2212,mburns@hospital.org,Attending Physician,2013-01-09,Internal Medicine
15313564,Dr. James Haynes,340-555-4146,jhaynes@hospital.org,Medical Director,1986-03-20,Internal Medicine
21421574,Dr. Sheryl Russell,956-969-9058,srussell@hospital.org,Medical Director,2003-07-16,Internal Medicine
97820473,Dr. Brian Johnson,625-899-5371,bjohnson@hospital.org,Attending Physician,2013-02-06,Internal Medicine
11743645,Dr. Mark Ayala,408-907-8169,mayala@hospital.org,Attending Physician,2014-03-15,Internal Medicine
55873841,Dr. Jonathan Allen,,jallen@hospital.org,,2009-10-29,Internal Medicine
74545276,Dr. Jeffrey Stevens,778-747-2107,jstevens@hospital.org,Chief of Surgery,1998-11-09,General Surgery
2179772,Dr. Brandy Hamilton,444-474-5866,bhamilton@hospital.org,Attending Physician,2005-06-12,Internal Medicine
49753867,Dr. Kyle Myers,570-513-7395,kmyers@hospital.org,Chief of Surgery,2000-02-23,General Surgery
75517669,Dr. Traci Scott,666-383-9865,tscott@hospital.org,Attending Physician,2009-05-29,Internal Medicine
67136663,Dr. Steven Thompson,405-491-7193,,Resident,2016-12-16,Surgery Resident
68100856,Dr. Michelle Bernard,219-553-4272,mbernard@hospital.org,Medical Director,1992-09-15,Internal Medicine
71496620,Dr. Chad Moore,633-310-4358,cmoore@hospital.org,Fellow,2018-07-26,Pulmonary Fellow
81295677,Dr. Patrick Schultz,656-219-9443,,Medical Director,1987-02-28,Internal Medicine
34424754,Dr. Jennifer Lee,380-954-6380,jlee@hospital.org,Medical Director,1998-03-07,Internal Medicine
50034331,Dr. Tamara Walker,,twalker@hospital.org,Chief of Surgery,2003-01-30,General Surgery
43529203,Dr. Amber Hickman,529-515-5480,ahickman@hospital.org,Fellow,2016-10-13,Pulmonary Fellow
55817108,Dr. Jose Roberts,248-536-1077,jroberts@hospital.org,Medical Director,2003-06-14,Internal Medicine
80341116,Dr. Donald Bautista,454-854-5883,,Chief of Surgery,1996-01-31,General Surgery
59576218,Dr. Brittany Thomas,673-599-4143,bthomas@hospital.org,Resident,2015-08-13,Pediatrics Resident
2512911,Dr. Gabriel Colon,311-354-9199,gcolon@hospital.org,Chief of Surgery,1996-05-07,General Surgery
99544175,Dr. Wayne Miller,851-852-2010,,Fellow,"Mar 30, 2020",Pulmonary Fellow
68655348,Dr. Carl Farmer,402-754-2927,cfarmer@hospital.org,Attending Physician,2006-09-16,Internal Medicine
21954303,Dr. Shelby Manning,,smanning@hospital.org,Fellow,2015-12-17,Pulmonary Fellow
52769047,Dr. Suzanne Larson,798-327-4720,slarson@hospital.org,,1990-08-17,Internal Medicine
24475726,Dr. Gary Wall,705-841-2891,gwall@hospital.org,Fellow,2023-08-21,Oncology Fellow
14238411,Dr. Alan Bradford,254-373-2450,abradford@hospital.org,Resident,2020-01-28,Internal Medicine Resident
48826885,Dr. Richard Reid,,rreid@hospital.org,Medical Director,1990-08-28,Internal Medicine
35543257,Dr. Adam Thompson,393-842-7435,,Fellow,2023-03-21,Cardiology Fellow
83657147,Dr. Danielle Riley,915-566-7677,driley@hospital.org,Medical Director,1991.11.20,Internal Medicine
71140731,Dr. Victor Bowers,207-472-6708,vbowers@hospital.org,Medical Director,1992-07-01,Internal Medicine
85841158,Dr. Marcus Gardner,863-255-5103,mgardner@hospital.org,Attending Physician,"Mar 17, 2014",Internal Medicine
45528159,Dr. Devin Nelson,682-861-5120,dnelson@hospital.org,Fellow,"Jun 13, 2024",Cardiology Fellow
59584915,Dr. Paul Hernandez,,phernandez@hospital.org,Medical Director,1999-07-03,Internal Medicine
42919330,Dr. Deborah Rush,535-989-2367,drush@hospital.org,Attending Physician,2010-02-20,Internal Medicine
17073140,Dr. Jessica Brady,387-864-1763,jbrady@hospital.org,Resident,2017-06-25,Surgery Resident
74036658,Dr. Travis Henderson,894-488-2467,thenderson@hospital.org,Chief of Surgery,1985.08.05,General Surgery
23144655,Dr. Patrick Rodriguez,660-256-6507,prodriguez@hospital.org,Attending Physician,2009-04-28,Internal Medicine
24594638,Dr. Julie Simpson,410-650-5701,jsimpson@hospital.org,Attending Physician,2009-05-21,Internal Medicine
86499480,Dr. Michael Warner,,mwarner@hospital.org,Chief of Surgery,2003-03-30,General Surgery
18895513,Dr. Nicole Mcfarland,254-907-7459,nmcfarland@hospital.org,Resident,2017-12-02,Pediatrics Resident
27253212,Dr. Curtis Reid,,creid@hospital.org,Chief of Surgery,1993-07-02,General Surgery
21360727,Dr. Kristin Franklin,340-716-6516,kfranklin@hospital.org,Medical Director,1992-03-21,Internal Medicine
75240961,Dr. Michael Johnson,204-527-9308,mjohnson@hospital.org,Attending Physician,2009-12-31,Internal Medicine
41489357,Dr. Randall French,,rfrench@hospital.org,Medical Director,1988-11-24,Internal Medicine
53360438,Dr. Stanley Wong,872-561-9034,swong@hospital.org,Attending Physician,2005-05-30,Internal Medicine
8422435,Dr. Jeremy Noble,224-797-9878,,,2002-08-21,Internal Medicine
64660157,Dr. Lynn Juarez,622-804-9745,ljuarez@hospital.org,Fellow,2017-05-08,Cardiology Fellow
50810945,Dr. Amanda Cox,383-793-9162,acox@hospital.org,Fellow,2025-02-23,Pulmonary Fellow
73452269,Dr. Suzanne Berg,410-305-5237,,Chief of Surgery,1985-12-21,General Surgery
89899938,Dr. Robert Montgomery,805-862-9632,rmontgomery@hospital.org,Medical Director,1991-12-19,Internal Medicine
9059996,Dr. Emily Chavez,218-935-5235,echavez@hospital.org,Chief of Surgery,1990-02-10,General Surgery
39836197,Dr. Ashley Smith,,asmith@hospital.org,,1998-03-24,General Surgery
49656154,Dr. Nicholas Booker,,nbooker@hospital.org,Medical Director,2001-08-12,Internal Medicine
66978344,Dr. Jade Brown,,jbrown@hospital.org,Attending Physician,2012-08-22,Internal Medicine
90994973,Dr. Brittany Love,543-471-6305,blove@hospital.org,Chief of Surgery,1995-12-06,General Surgery
43369391,Dr. Kimberly Baxter,778-457-4600,kbaxter@hospital.org,Attending Physician,2005-10-24,Internal Medicine
43838938,Dr. Shawn Roman,,sroman@hospital.org,Attending Physician,2006-03-30,Internal Medicine
34232655,Dr. Jeremy Bennett,936-450-7566,jbennett@hospital.org,Medical Director,1994-12-21,Internal Medicine
51420452,Dr. Wanda Myers,435-794-8527,wmyers@hospital.org,Attending Physician,2008-05-11,Internal Medicine
89794057,Dr. Chad Freeman,,cfreeman@hospital.org,Attending Physician,2007.10.17,Internal Medicine
34083451,Dr. Lisa Richard,889-202-7375,lrichard@hospital.org,Chief of Surgery,1989-08-31,General Surgery
20548704,Dr. Johnathan Young,,jyoung@hospital.org,Chief of Surgery,1986-08-09,General Surgery
20516416,Dr. Anthony Collins,376-822-5423,acollins@hospital.org,Resident,2023-06-25,Surgery Resident
48521164,Dr. Benjamin Lee,722-753-9133,blee@hospital.org,Resident,2018-11-23,Internal Medicine Resident
34021338,Dr. Lindsey Hernandez,340-718-5506,lhernandez@hospital.org,Chief of Surgery,1986-07-05,General Surgery
34608568,Dr. Amber Navarro,555-489-7494,,Medical Director,2005-05-08,Internal Medicine
44665917,Dr. Jack Simmons,,jsimmons@hospital.org,Chief of Surgery,1997-11-10,General Surgery
86836748,Dr. Lisa Richmond,291-643-5254,lrichmond@hospital.org,Medical Director,2004-09-25,Internal Medicine
76023915,Dr. Andrew Johnson,810-297-7734,ajohnson@hospital.org,Chief of Surgery,2002-07-17,General Surgery
43203947,Dr. Joseph Armstrong,211-884-8006,jarmstrong@hospital.org,,2010-05-14,Internal Medicine
89318160,Dr. Keith Mason,707-816-3810,kmason@hospital.org,Chief of Surgery,1990-06-30,General Surgery
33729058,Dr. Brenda Bryant,674-532-4193,bbryant@hospital.org,,2003-01-21,General Surgery
